Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_without,zeno-travel,400,0.2,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,0.0,4,0,0.07,0.15,0.1,0.33
sam_with,zeno-travel,400,0.2,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.2,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,0.2,4,0,0.14,0.2,0.3,0.3
sam_with,zeno-travel,400,0.2,0.4,0,0,0.8,1.0,0.55,0.67
sam_without,zeno-travel,400,0.2,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.4,1,0,0.8,0.9,0.5,0.72
sam_without,zeno-travel,400,0.2,0.4,1,0,1.0,0.9,0.75,0.72
rosame,zeno-travel,400,0.2,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.4,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,400,0.2,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.4,3,0,0.8,0.93,0.55,0.67
sam_without,zeno-travel,400,0.2,0.4,3,0,1.0,0.93,0.8,0.67
rosame,zeno-travel,400,0.2,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,0.4,4,0,0.11,0.15,0.2,0.33
sam_with,zeno-travel,400,0.2,0.6,0,0,0.6,0.77,0.35,0.67
sam_without,zeno-travel,400,0.2,0.6,0,2,1.0,0.4,0.55,0.77
rosame,zeno-travel,400,0.2,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.6,1,0,0.6,0.71,0.35,0.72
sam_without,zeno-travel,400,0.2,0.6,1,2,1.0,0.41,0.55,0.82
rosame,zeno-travel,400,0.2,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.6,2,0,0.6,0.6,0.25,0.67
sam_without,zeno-travel,400,0.2,0.6,2,2,1.0,0.3,0.5,0.77
rosame,zeno-travel,400,0.2,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.6,3,0,0.6,0.8,0.4,0.72
sam_without,zeno-travel,400,0.2,0.6,3,2,1.0,0.43,0.6,0.82
rosame,zeno-travel,400,0.2,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,0.6,4,0,0.08,0.15,0.2,0.33
sam_with,zeno-travel,400,0.2,0.8,0,0,0.6,0.7,0.3,0.9
sam_without,zeno-travel,400,0.2,0.8,0,2,1.0,0.4,0.55,1.0
rosame,zeno-travel,400,0.2,0.8,0,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,400,0.2,0.8,1,0,0.6,0.69,0.3,0.9
sam_without,zeno-travel,400,0.2,0.8,1,2,1.0,0.39,0.55,1.0
rosame,zeno-travel,400,0.2,0.8,1,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,400,0.2,0.8,2,0,0.6,0.67,0.25,0.9
sam_without,zeno-travel,400,0.2,0.8,2,2,1.0,0.36,0.5,1.0
rosame,zeno-travel,400,0.2,0.8,2,0,0.3,0.23,0.35,0.18
sam_with,zeno-travel,400,0.2,0.8,3,0,0.6,0.7,0.35,0.9
sam_without,zeno-travel,400,0.2,0.8,3,2,1.0,0.4,0.6,1.0
rosame,zeno-travel,400,0.2,0.8,3,0,0.32,0.19,0.35,0.25
sam_with,zeno-travel,400,0.2,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,0.8,4,0,0.11,0.08,0.2,0.13
sam_with,zeno-travel,400,0.2,1.0,0,0,0.6,0.66,0.2,0.8
sam_without,zeno-travel,400,0.2,1.0,0,0,0.6,0.65,0.35,0.8
rosame,zeno-travel,400,0.2,1.0,0,0,0.35,0.17,0.35,0.17
sam_with,zeno-travel,400,0.2,1.0,1,0,0.6,0.65,0.2,0.8
sam_without,zeno-travel,400,0.2,1.0,1,0,0.6,0.65,0.35,0.8
rosame,zeno-travel,400,0.2,1.0,1,0,0.27,0.13,0.3,0.12
sam_with,zeno-travel,400,0.2,1.0,2,0,0.4,0.64,0.15,0.9
sam_without,zeno-travel,400,0.2,1.0,2,2,1.0,0.33,0.3,1.0
rosame,zeno-travel,400,0.2,1.0,2,0,0.3,0.13,0.3,0.12
sam_with,zeno-travel,400,0.2,1.0,3,0,0.6,0.66,0.25,0.9
sam_without,zeno-travel,400,0.2,1.0,3,2,1.0,0.36,0.4,1.0
rosame,zeno-travel,400,0.2,1.0,3,0,0.27,0.13,0.3,0.12
sam_with,zeno-travel,400,0.2,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.2,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.2,1.0,4,0,0.04,0.18,0.1,0.33
sam_with,zeno-travel,400,0.3,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,0.0,4,0,0.0,0.08,0.0,0.13
sam_with,zeno-travel,400,0.3,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.2,1,0,0.53,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,0.2,4,0,0.07,0.08,0.1,0.13
sam_with,zeno-travel,400,0.3,0.4,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.4,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.4,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.3,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,0.4,4,0,0.12,0.15,0.15,0.33
sam_with,zeno-travel,400,0.3,0.6,0,0,0.8,1.0,0.55,0.67
sam_without,zeno-travel,400,0.3,0.6,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.6,1,0,0.8,0.9,0.5,0.72
sam_without,zeno-travel,400,0.3,0.6,1,0,1.0,0.9,0.75,0.72
rosame,zeno-travel,400,0.3,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.6,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,400,0.3,0.6,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.3,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.6,3,0,0.8,0.93,0.55,0.67
sam_without,zeno-travel,400,0.3,0.6,3,0,1.0,0.93,0.8,0.67
rosame,zeno-travel,400,0.3,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.3,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,0.6,4,0,0.18,0.16,0.3,0.27
sam_with,zeno-travel,400,0.3,0.8,0,0,0.6,0.78,0.35,0.57
sam_without,zeno-travel,400,0.3,0.8,0,0,0.6,0.71,0.55,0.57
rosame,zeno-travel,400,0.3,0.8,0,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,400,0.3,0.8,1,0,0.6,0.71,0.35,0.62
sam_without,zeno-travel,400,0.3,0.8,1,0,0.6,0.71,0.55,0.62
rosame,zeno-travel,400,0.3,0.8,1,0,0.37,0.23,0.4,0.23
sam_with,zeno-travel,400,0.3,0.8,2,0,0.6,0.61,0.25,0.67
sam_without,zeno-travel,400,0.3,0.8,2,2,1.0,0.31,0.5,0.77
rosame,zeno-travel,400,0.3,0.8,2,0,0.37,0.27,0.4,0.23
sam_with,zeno-travel,400,0.3,0.8,3,0,0.6,0.8,0.4,0.72
sam_without,zeno-travel,400,0.3,0.8,3,2,1.0,0.43,0.6,0.82
rosame,zeno-travel,400,0.3,0.8,3,0,0.33,0.23,0.35,0.18
sam_with,zeno-travel,400,0.3,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,0.8,4,0,0.16,0.29,0.25,0.48
sam_with,zeno-travel,400,0.3,1.0,0,0,0.35,0.62,0.3,0.67
sam_without,zeno-travel,400,0.3,1.0,0,0,0.41,0.62,0.55,0.73
rosame,zeno-travel,400,0.3,1.0,0,0,0.29,0.17,0.35,0.17
sam_with,zeno-travel,400,0.3,1.0,1,0,0.35,0.64,0.3,0.73
sam_without,zeno-travel,400,0.3,1.0,1,0,0.44,0.66,0.55,0.8
rosame,zeno-travel,400,0.3,1.0,1,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,400,0.3,1.0,2,0,0.33,0.65,0.25,0.73
sam_without,zeno-travel,400,0.3,1.0,2,0,0.43,0.67,0.5,0.8
rosame,zeno-travel,400,0.3,1.0,2,0,0.26,0.13,0.3,0.12
sam_with,zeno-travel,400,0.3,1.0,3,0,0.37,0.62,0.3,0.67
sam_without,zeno-travel,400,0.3,1.0,3,0,0.39,0.62,0.6,0.73
rosame,zeno-travel,400,0.3,1.0,3,0,0.21,0.13,0.3,0.12
sam_with,zeno-travel,400,0.3,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.3,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.3,1.0,4,0,0.0,0.17,0.0,0.4
sam_with,zeno-travel,400,0.4,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,0.0,4,0,0.18,0.27,0.25,0.33
sam_with,zeno-travel,400,0.4,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.2,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,0.2,4,0,0.05,0.24,0.1,0.47
sam_with,zeno-travel,400,0.4,0.4,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.4,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.4,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.4,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,0.4,4,0,0.0,0.15,0.0,0.33
sam_with,zeno-travel,400,0.4,0.6,0,0,1.0,1.0,0.65,0.67
sam_without,zeno-travel,400,0.4,0.6,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.6,1,0,1.0,0.9,0.6,0.67
sam_without,zeno-travel,400,0.4,0.6,1,0,1.0,0.9,0.75,0.67
rosame,zeno-travel,400,0.4,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.6,2,0,1.0,1.0,0.6,0.67
sam_without,zeno-travel,400,0.4,0.6,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.6,3,0,1.0,0.93,0.65,0.67
sam_without,zeno-travel,400,0.4,0.6,3,0,1.0,0.93,0.8,0.67
rosame,zeno-travel,400,0.4,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.4,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,0.6,4,0,0.15,0.21,0.25,0.33
sam_with,zeno-travel,400,0.4,0.8,0,0,0.8,1.0,0.55,0.57
sam_without,zeno-travel,400,0.4,0.8,0,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,400,0.4,0.8,0,0,0.37,0.23,0.4,0.23
sam_with,zeno-travel,400,0.4,0.8,1,0,0.8,0.9,0.5,0.62
sam_without,zeno-travel,400,0.4,0.8,1,0,0.8,0.8,0.75,0.72
rosame,zeno-travel,400,0.4,0.8,1,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,400,0.4,0.8,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,400,0.4,0.8,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.4,0.8,2,0,0.32,0.2,0.35,0.18
sam_with,zeno-travel,400,0.4,0.8,3,0,0.8,0.93,0.55,0.67
sam_without,zeno-travel,400,0.4,0.8,3,0,1.0,0.93,0.8,0.67
rosame,zeno-travel,400,0.4,0.8,3,0,0.3,0.23,0.35,0.18
sam_with,zeno-travel,400,0.4,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,0.8,4,0,0.14,0.1,0.3,0.2
sam_with,zeno-travel,400,0.4,1.0,0,0,0.32,0.18,0.3,0.17
sam_without,zeno-travel,400,0.4,1.0,0,0,0.31,0.27,0.55,0.3
rosame,zeno-travel,400,0.4,1.0,0,0,0.35,0.17,0.35,0.17
sam_with,zeno-travel,400,0.4,1.0,1,0,0.32,0.17,0.3,0.22
sam_without,zeno-travel,400,0.4,1.0,1,0,0.35,0.27,0.55,0.35
rosame,zeno-travel,400,0.4,1.0,1,0,0.25,0.13,0.3,0.12
sam_with,zeno-travel,400,0.4,1.0,2,0,0.27,0.12,0.25,0.12
sam_without,zeno-travel,400,0.4,1.0,2,0,0.35,0.56,0.5,0.5
rosame,zeno-travel,400,0.4,1.0,2,0,0.3,0.13,0.3,0.12
sam_with,zeno-travel,400,0.4,1.0,3,0,0.33,0.21,0.3,0.23
sam_without,zeno-travel,400,0.4,1.0,3,0,0.31,0.59,0.6,0.55
rosame,zeno-travel,400,0.4,1.0,3,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,400,0.4,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.4,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.4,1.0,4,0,0.0,0.18,0.0,0.33
sam_with,zeno-travel,400,0.5,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.0,2,0,0.53,0.6,0.6,0.3
sam_with,zeno-travel,400,0.5,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.5,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.5,0.0,4,0,0.07,0.15,0.1,0.33
sam_with,zeno-travel,400,0.5,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.2,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.5,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.5,0.2,4,0,0.14,0.17,0.3,0.4
sam_with,zeno-travel,400,0.5,0.4,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.4,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.4,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.5,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.5,0.4,4,0,0.29,0.12,0.25,0.2
sam_with,zeno-travel,400,0.5,0.6,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.6,0,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,400,0.5,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.6,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.6,1,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,400,0.5,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.6,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.6,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.6,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.5,0.6,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.5,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.5,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.5,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.5,0.6,4,0,0.15,0.2,0.3,0.33
sam_with,zeno-travel,400,0.5,0.8,0,0,0.75,0.43,0.55,0.27
sam_without,zeno-travel,400,0.5,0.8,0,0,0.53,0.5,0.8,0.4
rosame,zeno-travel,400,0.5,0.8,0,0,0.4,0.23,0.4,0.23
sam_with,zeno-travel,400,0.5,0.8,1,0,0.75,0.4,0.55,0.27
sam_without,zeno-travel,400,0.5,0.8,1,0,0.55,0.58,0.75,0.4
rosame,zeno-travel,400,0.5,0.8,1,0,0.37,0.23,0.4,0.23
sam_with,zeno-travel,400,0.5,0.8,2,0,0.7,0.4,0.5,0.22
sam_without,zeno-travel,400,0.5,0.8,2,0,0.58,0.63,0.8,0.4
rosame,zeno-travel,400,0.5,0.8,2,0,0.3,0.23,0.35,0.18
sam_with,zeno-travel,400,0.5,0.8,3,0,0.75,0.4,0.55,0.28
sam_without,zeno-travel,400,0.5,0.8,3,0,0.51,0.48,0.8,0.4
rosame,zeno-travel,400,0.5,0.8,3,0,0.28,0.23,0.35,0.18
sam_with,zeno-travel,400,0.5,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.5,0.8,4,5,1.0,0.0,0.0,1.0
